Tail_Number, Model, Manufacturer, Engine_Type, Aircraft_Type, Production_Year, Issue_Date, Status, Ownership
N754SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2005-09-30,V,C
N754SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1999,1999-12-15,V,C
N754UW,A319-112,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2000,2000-10-16,V,C
N755AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1992,1995-12-22,V,C
N755EV,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,,2004-12-16,V,C
N755NW,DC-9-41,DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1968,1996-06-28,V,C
N755SA,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1999,1999-12-18,V,C
N755SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2005-09-30,V,C
N755US,A319-112,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2000,2000-11-16,V,C
N756AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1992,1996-04-01,V,C
N756NW,DC-9-41,DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1968,1996-06-28,V,C
N756SA,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1999,2000-01-06,V,C
N756SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2005-09-28,V,C
N756US,A319-112,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2000,2000-11-14,V,C
N757AT,757-212,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1984,1996-11-06,V,C
N757LV,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1999,1999-12-01,V,C
N757UW,A319-112,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2000,2000-11-29,V,C
N75851,757-324,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2001,2001-12-21,V,C
N75853,757-324,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2002,2002-02-05,V,C
N75854,757-324,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2002,2002-02-11,V,C
N75858,757-324,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2004,2004-03-22,V,C
N75861,757-33N,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2001,2001-08-09,V,C
N758EV,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2005-04-29,V,C
N758NW,DC-9-41,DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1968,1996-05-03,V,C
N758SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2005-10-19,V,C
N758SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1999,1999-12-09,V,C
N758US,A319-112,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2000,2000-11-21,V,C
N75987,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,,2003-03-13,V,C
N75991,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,,2003-03-13,V,C
N75992,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,2000,2003-03-25,V,C
N75993,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,2000,2003-04-28,V,C
N75994,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,2000,2003-04-18,V,C
N75995,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1999,2003-05-06,V,C
N75996,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1999,2003-05-09,V,C
N75998,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1999,2003-04-08,V,C
N759EV,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2005-05-06,V,C
N759GS,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1999,2000-01-31,V,C
N759NW,DC-9-41,DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1968,1996-06-28,V,C
N76010,777-224,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1999,1999-05-28,V,C
N76054,767-424ER,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2000,2000-12-05,V,C
N76055,767-424ER,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2001,2001-02-22,V,C
N76062,767-424ER,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2002,2002-03-25,V,C
N76064,767-424ER,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2002,2002-04-18,V,C
N76065,767-424ER,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2002,2002-05-02,V,C
N760AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1992,1996-04-01,V,C
N760EV,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2005-05-20,V,C
N760NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1976,1987-01-06,V,C
N760NW,DC-9-41,DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1968,1996-06-28,V,C
N760SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2005-09-28,V,C
N760SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-03-16,V,C
N760US,A319-112,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2000,2000-11-20,V,C
N76151,767-224,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2000,2000-11-14,V,C
N76153,767-224,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2000,2000-12-15,V,C
N76156,767-224,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2001,2001-02-16,V,C
N761NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1976,1986-12-29,V,C
N761RR,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-04-25,V,C
N76254,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-09-28,V,C
N76265,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2001,2001-08-28,V,C
N76269,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2001,2001-10-15,V,C
N76288,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2004,2004-06-09,V,C
N762AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1992,1998-12-24,V,C
N762NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1976,1986-12-16,V,C
N762NW,DC-9-41,DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1969,1996-05-03,V,C
N762SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2005-12-06,V,C
N762SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-05-18,V,C
N762US,A319-112,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2000,2007-08-07,V,C
N76354,737-3TO,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1987,1999-12-30,V,C
N76355,737-3TO,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1987,1998-10-08,V,C
N763AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1992,1997-12-17,V,C
N763NW,DC-9-41,DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1969,1996-07-01,V,C
N763SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2005-12-08,V,C
N763SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-05-24,V,C
N763US,A319-112,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2000,2007-08-08,V,C
N764AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1992,1999-09-29,V,C
N764NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1976,1986-12-22,V,C
N764SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2005-12-08,V,C
N764SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-05-24,V,C
N764US,A319-112,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2000,2007-11-29,V,C
N76502,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2006,2006-08-14,V,C
N76503,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,,2006-08-23,V,C
N76504,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2006,2006-08-30,V,C
N76505,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,,2006-09-19,V,C
N76508,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-02-13,V,C
N765AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1992,1999-09-29,V,C
N765NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1976,1986-12-22,V,C
N765SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2005-12-06,V,C
N765SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-04-25,V,C
N765US,A319-112,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2000,2007-08-07,V,C
N766NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1977,1986-12-22,V,C
N766SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2006-07-28,V,C
N766SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-06-23,V,C
N766US,A319-112,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2000,2007-11-15,V,C
N767AS,737-490,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1992,1992-09-09,V,C
N767NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1977,1986-12-22,V,C
N767SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2006-07-28,V,C
N767SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,,2000-06-13,V,C
N767UW,A319-112,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2000,2007-08-09,V,C
N768AS,737-490,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1992,1992-09-10,V,C
N768NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1977,1986-12-22,V,C
N768SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2006-07-31,V,C
N768SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-07-21,V,C
N768UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1995,1995-06-27,V,C
N768US,A319-112,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2000,2007-08-15,V,C
N769AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1993,1997-05-28,V,C
N769NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1978,1986-12-22,V,C
N769SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-08-02,V,C
N769UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1995,1995-06-30,V,C
N769US,A319-112,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2000,2007-11-15,V,C
N77006,777-224,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1998,1998-12-09,V,C
N77014,777-224,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1999,1999-10-22,V,C
N77019,777-224,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2007,2007-03-22,V,C
N77066,767-424ER,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2002,2002-06-03,V,C
N770NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1978,1986-12-22,V,C
N770SA,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-08-02,V,C
N770SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2006,2007-01-29,V,C
N770UW,A319-112,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2000,2007-12-12,V,C
N77181,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1997,1997-10-03,V,C
N77195,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1997,1998-02-26,V,C
N771AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1993,1997-11-24,V,C
N771NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1978,1986-12-22,V,C
N771SA,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-08-25,V,C
N771SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2006,2007-01-29,V,C
N771UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1995,1995-11-28,V,C
N77258,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-11-16,V,C
N77260,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1998,1999-12-28,V,C
N77261,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2001,2001-07-23,V,C
N77278,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1998,1999-12-27,V,C
N77286,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1999,1999-12-28,V,C
N77295,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2005,2007-06-28,V,C
N77296,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2005,2005-09-20,V,C
N772AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1993,1999-08-19,V,C
N772NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1978,1986-12-22,V,C
N772SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2006-07-28,V,C
N772SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-08-07,V,C
N772UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1995,1995-10-02,V,C
N77302,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1999,1999-12-28,V,C
N77303,737-3TO,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1985,2006-04-05,V,C
N77331,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1999,2000-07-03,V,C
N773AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1993,2002-02-22,V,C
N773NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1978,1986-12-22,V,C
N773SA,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-08-04,V,C
N773SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2005,2006-07-28,V,C
N773UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1995,1996-02-02,V,C
N774AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1993,2003-12-10,V,C
N774NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1978,1986-12-22,V,C
N774SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2006,2006-07-28,V,C
N774SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-08-14,V,C
N774UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1996,1996-04-03,V,C
N77510,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,,2008-04-23,V,C
N775AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1993,2003-12-16,V,C
N775NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1979,1997-09-25,V,C
N775SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-08-22,V,C
N775UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1995,1996-01-23,V,C
N776AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1994,2000-12-19,V,C
N776NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1979,1997-09-15,V,C
N776SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2006,2006-07-28,V,C
N776UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1996,1996-04-12,V,C
N776WN,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-08-23,V,C
N777NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1979,1997-09-16,V,C
N777QC,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-08-28,V,C
N777UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1995,2006-02-27,V,C
N77865,757-33N,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2002,2002-06-28,V,C
N77867,757-33N,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2002,2002-06-28,V,C
N778AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1994,1994-03-15,V,C
N778NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1979,1998-07-07,V,C
N778SK,CL-600-2C10,BOMBARDIER INC,Turbo-Fan,Fixed Wing Multi-Engine,2006,2006-07-31,V,C
N778SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-08-29,V,C
N778UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1996,1996-07-19,V,C
N779AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1994,1994-04-29,V,C
N779CA,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1999,2007-12-06,V,C
N779NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1979,1998-07-07,V,C
N779SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-09-05,V,C
N779UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1996,1996-07-30,V,C
N78003,777-224,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1998,1998-11-10,V,C
N78004,777-224,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1998,1998-11-20,V,C
N78009,777-224,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1999,1999-04-22,V,C
N78017,777-224,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2002,2002-03-15,V,C
N78060,767-424ER,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2002,2002-02-05,V,C
N780AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1994,1996-09-25,V,C
N780NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1979,1998-07-07,V,C
N780SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-09-20,V,C
N780UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1996,1996-08-07,V,C
N781CA,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1999,2007-12-05,V,C
N781NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1979,1998-07-06,V,C
N781UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1996,1996-09-20,V,C
N781WN,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-09-22,V,C
N78285,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2004,2004-07-21,V,C
N782AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1994,2007-01-10,V,C
N782NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1980,1999-01-06,V,C
N782SA,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-10-18,V,C
N782UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1997,1997-03-10,V,C
N783AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1994,2006-12-28,V,C
N783CA,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,,2007-12-05,V,C
N783NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1979,1999-01-07,V,C
N783SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-10-26,V,C
N783UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1997,1997-03-12,V,C
N784AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1996,1996-11-19,V,C
N784CA,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1999,2007-11-29,V,C
N784NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1980,1999-01-06,V,C
N784SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-10-25,V,C
N784UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1997,1997-05-01,V,C
N78501,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2006,2006-07-19,V,C
N78506,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2006,2006-10-24,V,C
N78509,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-02-21,V,C
N785AS,737-4Q8,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1997,1997-03-03,V,C
N785CA,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1999,2007-10-31,V,C
N785NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1980,1998-07-06,V,C
N785SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-12-06,V,C
N785UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1997,1997-05-22,V,C
N786AS,737-4S3,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1990,1996-10-03,V,C
N786CA,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1999,2007-12-07,V,C
N786NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1980,1999-01-07,V,C
N786SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2000-12-05,V,C
N786UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1997,1997-04-04,V,C
N787NC,DC-9-51,MCDONNELL DOUGLAS,Turbo-Jet,Fixed Wing Multi-Engine,1980,1986-12-22,V,C
N787SA,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2001-01-10,V,C
N787UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1997,1997-06-06,V,C
N78866,757-33N,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2002,2002-06-28,V,C
N788AS,737-490,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1997,1997-06-17,V,C
N788SA,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2001-01-02,V,C
N788UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1997,1997-07-17,V,C
N789SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2001-01-12,V,C
N79011,777-224,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1999,1999-06-30,V,C
N790SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2001-01-18,V,C
N791AS,737-490,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1997,1997-08-08,V,C
N791SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2001-02-01,V,C
N791UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1997,1997-09-02,V,C
N79279,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2003,2003-11-26,V,C
N792AS,737-490,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1997,1997-08-08,V,C
N792SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2000,2001-01-30,V,C
N792UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1997,1997-09-26,V,C
N793AS,737-490,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1998,1998-03-25,V,C
N793SA,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2001,2001-01-12,V,C
N793UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1997,1997-10-08,V,C
N79402,737-924,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2001,2001-07-12,V,C
N794AS,737-490,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1998,1998-03-26,V,C
N794SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2001,2001-02-26,V,C
N794UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1997,1997-11-18,V,C
N795AS,737-490,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1998,1998-04-23,V,C
N795SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2001,2001-03-23,V,C
N795UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1997,1997-12-11,V,C
N796AS,737-490,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1998,1998-05-20,V,C
N796CA,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1999,2007-10-31,V,C
N796SW,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2001,2001-04-11,V,C
N796UA,777-222,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1998,1998-01-30,V,C
N797AS,737-490,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,1998,1998-06-16,V,C
N797CA,CL-600-2B19,CANADAIR,Turbo-Jet,Fixed Wing Multi-Engine,1999,2007-12-11,V,C
